text,createTime,authorMeta.id,authorMeta.secUid,authorMeta.name,authorMeta.nickName,musicMeta.musicId,musicMeta.musicName,videoMeta.duration,description_length,n_hashtags,has_hashtags,author_verified,music_is_original,hour_posted,day_of_week,musicAuthor_Billie Eilish,musicAuthor_Evan Holmes,musicAuthor_F1 moments,musicAuthor_Kreepa,musicAuthor_Pop Smoke,musicAuthor_Riovacci,musicAuthor_Tik Toker,musicAuthor_Tim Thebodeau,musicAuthor_mo.rab,musicAuthor_other,musicAuthor_zopepijn,viral
brought em back ‼️💈#fyp #foryou  #xyzbca #barber #transition,2020-12-10 23:46:16,6.612059428949737e+18,MS4wLjABAAAAq62ebk4_AFcj-Plhe897nBuniCsWv_GO3219vonRhdPB_jeSgHvbcez9dNXXVAyR,rockybrim,user3431291243376,6.894007490392902e+18,HOLIDAY,14.0,60,5,1,0,0,23,3,False,False,False,False,False,False,False,False,False,True,False,0
Eu amo tudo isso ♥️ #horadearrasar #cordecabelo #fyp #cabelo,2020-12-11 14:48:14,6.791975427726558e+18,MS4wLjABAAAAIk1KtKSWgi5pc-bcVIDNIO1bFIXQOTMyTTPDoE9WUs5At64U02oqIjEfAcqCxJDK,zereslim,Zeres Lima,6.90254058344155e+18,som original,13.0,60,4,1,0,1,14,4,False,False,False,False,False,False,False,False,False,True,False,0
"This guy pushes your smoke, what do you do now? 👀👀 #csgo #counterstrike #smoke #meme #greenscreen #wwe",2020-10-16 21:55:34,6.725489234885674e+18,MS4wLjABAAAAT_s2tF9VmyMNY-o4dOdV29pKxmrXuk7ZCl_AGRugoFW3V9pf-UVE9Bya77zBlnDG,thescoreesports,theScore esports,6.884340039426575e+18,original sound,13.0,102,6,1,1,1,21,4,False,False,False,False,False,False,False,False,False,True,False,0
💩Poopy pull💩#foryou #fyp #foryoupage #fitness #gymshark #bodybuilder #powerlifting #exercise #workout #deadlift,2020-10-12 02:00:58,6.830062072786322e+18,MS4wLjABAAAAdmUYDSIo8Y1s-uBzybtxz86CSfgW4ikzWskzqKlvUCwumNKs4uubDrghpM4P2c7k,evan_holmes_,Evan Holmes,6.872860430381877e+18,The Business,5.0,111,10,1,0,0,2,0,False,False,False,False,False,False,False,False,False,True,False,0
What can you press? #bigbendstrong #fittok,2020-10-13 12:38:01,6.789724408434836e+18,MS4wLjABAAAA8ALUd8gUHyI28NHJvEHbHSBfmE3v9UYYJ_hU9wo0Gflxj65jTLfPgBJWULDJ8VKu,bigbendstrength,Bigbendstrength,6.883082813042626e+18,original sound,15.0,42,2,1,0,1,12,1,False,False,False,False,False,False,False,False,False,True,False,0
Fight song 💪🏼 dc: @britini_dangelo,2020-10-07 13:12:51,6.799577357772359e+18,MS4wLjABAAAAdX6KvQpHVft5t8K-jal1NY_IyfRnpndAp3I2L1OVS0vosr_Y0wO-bjuLVo9OeakV,lindeverbakel,Linde,6.600596694767767e+18,Fight Song (fast),15.0,34,0,0,0,0,13,2,False,False,False,False,False,False,False,False,False,True,False,1
12 KM RUN ❤️ ARE YOU READY? IG: thefashionjogger #running #workout #fyp,2020-11-27 17:47:44,6.764421593180489e+18,MS4wLjABAAAANDqzAot4Jrv0CuUOKyny807lAQHAWBNBpAQXuBxaeV18nyXtvzl3hvKsHeb5ZNYb,thefashionjogger,Lisa Migliorini,6.439562511493631e+18,Remember the Name (feat. Styles of Beyond),9.0,71,3,1,0,0,17,4,False,False,False,False,False,False,False,False,False,True,False,1
#izabella #izabellavoldigoad #themisfitofdemonkingacademy #misfitofdemonacademy #anosvoldigoad,2020-10-01 06:15:28,6.65017520797157e+18,MS4wLjABAAAAC7a61R6QgATBS2zaX2VGz8P8zDu3CYCuSB710aBVeXVptDUmqDaBcGrmy3Yee9VX,valeriecosplays,Valerie Maxime,6.830698446031162e+18,KYN,12.0,94,5,1,0,1,6,3,False,False,False,False,False,False,False,False,False,True,False,0
#skittles sorted by color 😝! #allweneedisglam,2020-12-18 15:12:29,6.766240490638001e+18,MS4wLjABAAAAySByXOwR6rk78-DJSOOFuQQiGXDeStd98BIHoRhRFiVsVDQnqjEVnsfL56CEasOY,mibouma,Mike Bouma,6.872101055790844e+18,Among Us,14.0,45,2,1,0,0,15,4,False,False,False,False,False,False,False,False,False,True,False,1
#stitch with @midwestswingin #ThinkingAbout #UpTheBeat #fyp #fypシ #foryoupage,2020-12-08 17:36:16,6.817581270613214e+18,MS4wLjABAAAAa1NFX-ntWiLxU9lfLHlhbBYkzaMCRenM-GKK4I1pC90ouI6Uqe5lNCJ50PW-UILU,madduxplatt_t,Maddux Tucker😈,6.903940515310439e+18,original sound,15.0,77,5,1,0,1,17,1,False,False,False,False,False,False,False,False,False,True,False,0
The Clifton Mill 🍷 @oogsydney,2020-12-13 21:05:03,6.604420603187675e+18,MS4wLjABAAAAqjlwU56ELbj09lCc_b_k5XcZOCP6iXuPyEuoCnRsAi7gO5jx-Zkb758PlBrUm_ly,riovacci,Riovacci,6.905849955429191e+18,original sound,16.0,29,0,0,0,1,21,6,False,False,False,False,False,True,False,False,False,False,False,1
Wanneer klanten producten niet op dezelfde plek terugzetten.. #deensupermarkten #fy #fyp,2020-10-08 13:16:33,6.818164338823923e+18,MS4wLjABAAAAnhYeRNi9uv8OTNQhHFGJmRyQ-By6168bL1eRXK9UnRhESpgT75muSgYi7_0ep_G6,deensupermarkten,Deen Supermarkten,6.832168099819671e+18,who in the h3ll put the muffins in the freeza,8.0,88,3,1,0,1,13,3,False,False,False,False,False,False,False,False,False,True,False,0
The most important move to learn if you want to start shuffling! #shuffletutorial #cuttinshapes #dancechallenge #dance #shuffle #shufflemusic #fyp,2020-11-03 23:46:45,6.823831018585179e+18,MS4wLjABAAAArMsWdVfJIVJUZzbCUdiqIGhHf5AxbqOSGt-k_eQASGo2AYJDjHmC13lm2rBH_1oN,zundervan,Dima,6.650702085941628e+18,原聲,20.0,146,7,1,0,1,23,1,False,False,False,False,False,False,False,False,False,True,False,1
outfits of the week... basically baggy pants and a top 🤍 which one was your favorite?? #outfits #mondaytuesday,2020-10-25 12:03:04,13309657.0,MS4wLjABAAAAJJ3KE3sUI4cfxfkDElrz90aRzj3AYfFxxLiNSnReIyw,everyprofilenameistaken,elo,6.7968758238287e+18,check out YEAH DONT CARE on spotify iTunes etc,20.0,110,2,1,0,1,12,6,False,False,False,False,False,False,False,False,False,True,False,1
Sorry neighbours❤️ #fy #fyp #michaeljackson #michael #jackson #foryou #foryoupage #vj #voorjou #vjp #voorjoupagina #music #dance #crazy,2020-10-27 15:30:56,6.5800407429738e+18,MS4wLjABAAAAUVMe9lCPH3-Zfbcn2uvrZEwq9wAAW2skwJfASFSvld3QqvnkDFrCYL-koYESrYMN,jellemorcuss,Jelle Morcus,6.869805336430202e+18,suono originale,6.0,135,14,1,0,1,15,1,False,False,False,False,False,False,False,False,False,True,False,0
Vandaag stond ik in het AD Rotterdams Dagblad en online 🥰 was erg leuk om te doen! #fy #fyp #foryou #foryoupage #buschauffeuse #hoekschewaard #bus 😎,2020-10-01 14:55:43,6.774758172734506e+18,MS4wLjABAAAA4fZMlnUxiijK0imqnmDHwLWD8RvOimrOJsyQgILXBVXtBCmmpOdA5Fuel89K0jkL,lizette.dg,BuschauffeuseLizette,6.816732094497099e+18,Play Date,14.0,148,7,1,0,0,14,3,False,False,False,False,False,False,False,False,False,True,False,0
Sorry hoor.. 😂 #alexklein #foryou #foryoupage #fyp,2020-10-10 17:06:00,6.766291233083082e+18,MS4wLjABAAAAWk7mLeo3ICulqQeb-n--HOSjm90GYYLIFsrSP9_CMtggwUHQzumufm-zm0wpYuQE,alexklein_,Alex Klein,6.811824331631447e+18,Kan je nou eens stoppen met die Peep TikToks,9.0,50,4,1,1,1,17,5,False,False,False,False,False,False,False,False,False,True,False,1
You want this...try this 💪🏾 #wantthischallenge #fyp #foryou #fitness,2020-12-01 16:17:22,6.620862692205593e+18,MS4wLjABAAAAx41GrXkbqUX8vCTcr1qo0t_18MQbg-yX6UFl40Vr51gTF4pvv0TDwyrwVdvnDdI6,you1stlondon,you1stlondon,6.883802744193388e+18,son original,36.0,68,4,1,1,1,16,1,False,False,False,False,False,False,False,False,False,True,False,1
tag een luilak😴😴😴  #fyp #fy #lui #lieverluidanmoe,2020-10-20 19:01:38,18911277.0,MS4wLjABAAAAczaxa_U69UiU5yu-q4l8_dqjbp7Gk58UE7kPHo4fzcM,josephinekeunex,josephinekeunex,6.878950671647886e+18,origineel geluid,6.0,49,4,1,0,1,19,1,False,False,False,False,False,False,False,False,False,True,False,1
Ready for winter?🤙 @23nils23 #snowboarding #skitok #fyp,2020-11-11 11:16:28,6.733804922670401e+18,MS4wLjABAAAArR2Mkn9QDyoc4LnV5ya_QC2B3poXoL35kvJBqqvhHpjWpXBeRbxWm3JhI6q8t6zj,dopesnowco,Dopesnow,2.983958909253509e+17,Music trap,10.0,55,3,1,0,1,11,2,False,False,False,False,False,False,False,False,False,True,False,1
#duet with @moomie.pie #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-09-30 14:10:12,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,6.859790371610692e+18,Whole Lotta Choppas,12.0,121,11,1,0,0,14,2,False,False,False,False,False,False,False,False,False,True,False,0
This took me a month,2020-12-20 13:52:33,7755926.0,MS4wLjABAAAAQRCUDCZOs7AXF9f8op6rgWAKtkP9sDEjIDgdHdReddM,jadeanna_,Jade Anna,6.868391694706953e+18,original sound,16.0,20,0,0,0,1,13,6,False,False,False,False,False,False,False,False,False,True,False,1
"Allebei lekker geshopt bij de Hunkemöller, dit was het eindresultaat #gifts #hunkemöller",2020-12-04 21:15:18,6.782229601457522e+18,MS4wLjABAAAAHRtujsKOyKS3krHLppmwLiCIKS2xy4RNNEoBXmXAPSZxIKOPsBjZ8YyvxpekQZup,doortjevdelzen,doortjevdelzen,6.902512849298542e+18,origineel geluid,6.0,88,2,1,0,1,21,4,False,False,False,False,False,False,False,False,False,True,False,1
Find this fiesta at Mama Kelly in Amsterdam✨🌮🌯 seriously though: Tacos or Burritos?🤔 #foodie #foodlover  #tacos #mexicanfood #amsterdamlocal #nl,2020-12-03 15:11:26,6.862441342757324e+18,MS4wLjABAAAAL_Q-JX8iYpUG9YKgC6cZJ5c2lH8DLsuNvQMzcyR-CtxSiBMM--fGMXzv3p3f3YXD,hotspotdoctor,hotspotdoctor,6.835717014615641e+18,Papi Chulo,15.0,144,6,1,0,0,15,3,False,False,False,False,False,False,False,False,False,True,False,0
Dat laatste pakt me 😂😂,2020-12-09 22:16:52,6.808561981243573e+18,MS4wLjABAAAAy637g3dH4qTzhYWstzVs2Nc8e1m_fq3y9Pdp76yEjOwflTY89ASqeLxiZHH2A6RZ,sportpoeder,Sportpoeder,6.904384063294246e+18,origineel geluid,28.0,22,0,0,0,1,22,2,False,False,False,False,False,False,False,False,False,True,False,0
♥️Who’s your favourite Hazbin character and why? Take a wild guess at mine XD #alastorcosplay #hazbinhotelcosplay #shouldvepickedmercy #transition,2020-12-10 20:24:34,1.5008342690411725e+17,MS4wLjABAAAAZlKOWgH-kvPW6pESvZqoXMWaoPvM07bUpPc6tu95f-B_6IdYCvAAOE0YiZFVF6mT,8bitrainbow,✨★❄️⭐️sʜᴇʟʟᴇ⭐️❄️★✨,6.880208924423818e+18,OMG COOL COSPLAYS GUYS,9.0,146,4,1,0,1,20,3,False,False,False,False,False,False,False,False,False,True,False,0
Factory days #redbull #redbullracing #f1 #formula1 #fy #fyp #foryou #foryoupage #viral #tiktok #xyzbca,2020-11-29 09:40:52,6.892683353885459e+18,MS4wLjABAAAARiCzPc-E2MVvvF3sCkgNWAC6QaOydRd0W78Fd0EObzWAsUBcflZyjQM7ngcFKE2Y,f1_flat_out,F1 Vids 🏎 🏆 🍾,6.900478500310961e+18,origineel geluid,41.0,102,11,1,0,1,9,6,False,False,False,False,False,False,False,False,False,True,False,1
Tag je 2e@ en 4e@ en zeg niks🙅🏻‍♂️😳insta:Sarkissakoo🔥#amongus #amongusfamily #game #dutch #tiktok #nederland #dutch #nederlands #voorjou #viraal,2020-11-20 13:40:54,6.767484505500616e+18,MS4wLjABAAAA3o72wGYtKLyMnjS3lnMzUz7V4QB4waJ1peEhiAGOckAAsT29pTXA1rvlEZb0QH1x,iamsarkis,Sarkis Sako,6.897200601122311e+18,origineel geluid,18.0,144,10,1,0,1,13,4,False,False,False,False,False,False,False,False,False,True,False,1
Thai Airways A380 plays Jingle Bells.  We wish you a wonderful christmas time. #jinglebells #a380 #thaiairways  #miniaturwunderland #christmasmusic,2020-12-10 15:28:42,6.701958580361643e+18,MS4wLjABAAAAwyxdtO-2Eu7preIrUOCDfNlYr-iOTpPyj8i7sEwF3RRXxYZNvq_aBSZy6t3AHPoq,miniaturwunderland,Miniatur Wunderland,6.904650049058344e+18,Originalton,21.0,147,5,1,0,1,15,3,False,False,False,False,False,False,False,False,False,True,False,1
Carlos was so confused😂 #formula1 #carlossainz #landonorris,2020-12-11 12:43:39,6.851101680781346e+18,MS4wLjABAAAAbIzmFu60IgYLaaB_vMCxegZQN-yc-g7GbNUk1OxnDH53ZaNvF0y8daKY5o27YLgx,formula1.fan,formula1.fan,6.904978612596837e+18,origineel geluid,33.0,59,3,1,0,1,12,4,False,False,False,False,False,False,False,False,False,True,False,1
"This is everywhere and idk who started it so idk what creds to give, but this, this makes me happy #WellDone #fyp",2020-10-31 03:43:18,6.563350137836601e+18,MS4wLjABAAAAXO5J5y2HX0KgOxBEwlmYYPT4bTasBfOyVr2NTZ4vAvjDPfhV_cRFQK9MUbgcOsIA,madison_lippy,Madison Lippy,6.887182232759389e+18,Follow Kologuy,12.0,113,2,1,0,1,3,5,False,False,False,False,False,False,False,False,False,True,False,0
Lewis was not amused by Max back then 🤭 #hamilton #verstappen #bahraingp #f1 #formula1 #racing #ziggosport,2020-11-24 10:57:39,6.732359639461709e+18,MS4wLjABAAAAiIds2rHX6vEg95WZFBYOQ_k0f6N62TF85htCGNANc70xr2JT79QBlL5m71r_XtNu,ziggosport,ziggosport,6.89864284979392e+18,origineel geluid,11.0,106,7,1,1,1,10,1,False,False,False,False,False,False,False,False,False,True,False,1
Reply to @harryseddon69 Help pls 🙏🙏 #foryou #fyp #gym #workout #deadlift #💪 #viral,2020-10-23 15:49:49,6.843743972453598e+18,MS4wLjABAAAAynOLELO192VFi9HHRvtTVa74h2gY38ZZS7hh0607a6ECmPH1mn1OVnGqF_RrdeiP,kieranwyndavies,Kieran 🏋🏻‍♂️🏋🏻‍♂️,6.886843429838409e+18,original sound,12.0,82,7,1,0,1,15,4,False,False,False,False,False,False,False,False,False,True,False,0
Reply to @erickg93 self love comes first #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-11-07 17:51:30,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,6.892440979802967e+18,original sound,57.0,139,10,1,0,1,17,5,False,False,False,False,False,False,False,True,False,False,False,0
🤦‍♀️ #horse #ohno #royalwinterfair #horseshow #equitation #fyp #disqualified,2020-12-02 01:02:17,6.767396562868979e+18,MS4wLjABAAAAgtHDYUlNCgc9k0DfWvTSKw5j0UHg1dzQg7uA65tnc3jaNM6LwHPL7xzCI7BOR3np,skittlestheyorkie,Skittles the Yorkie,6.586947002464996e+18,Oh No,13.0,76,7,1,0,0,1,2,False,False,False,True,False,False,False,False,False,False,False,0
its a lifestyle. Who can relate? #morning #working #riseandshine #lifestyle #dailyroutine,2020-11-25 10:10:32,6.757017762085012e+18,MS4wLjABAAAAQZYYsp85sNJ91XaTzPJMegp9Mnpo9V4liMhgGEt1W9uFyGLfqoRjSoPqVSmAI7s0,blake_ouellette,Blake Ouellette,6.865471868833746e+18,original sound,6.0,89,5,1,0,1,10,2,False,False,False,False,False,False,False,False,False,True,False,0
#animeedit #anime #аниме #edit #recommendations #luffy #ванпис #onepiece #bellaforteens,2020-11-21 02:24:40,6.865194793799468e+18,MS4wLjABAAAA81PL8m-YT46d0CrExHuz1o1pGnGdYgz-O5ZMRJZOzA0Al3UKU4-orZdlViuaWbLx,_do_nya_,DONYA,6.89739740795326e+18,оригинальный звук,47.0,87,9,1,0,1,2,5,False,False,False,False,False,False,False,False,False,True,False,0
#ميرنا🐎 #اللهم_صلي_على_نبينا_محمد #صلو_عليه_شفيع_الامة #deepthoughts #transition #horse #عاشق_الخيل❤️,2020-12-16 10:21:13,6.629610111974441e+18,MS4wLjABAAAAuwnNGrFvYYxFu2qPdx0WsPBHXJogsCjxTMY5iqU_KQ-ptvomz_imaoDQ4pe9pTOx,hamzasamearfoqaha,#merna♥️🐎,6.859306546602511e+18,الصوت الأصلي,17.0,101,7,1,0,1,10,2,False,False,False,False,False,False,False,False,False,True,False,0
#parati #foryou #dakaretaiotoko #videoedit #yaoiedit #bl #animeedit #fujoshi #fudanshi,2020-12-08 23:50:45,6.88589209022143e+18,MS4wLjABAAAAmSOI-uPXHwWfl20SvMxI3662ttMaHAUFLgEkTReLAUxrpalWdXtBaqaTKDcG8Ivn,sicrosub,Sicrosub,6.9040372230967e+18,sonido original,12.0,86,9,1,0,1,23,1,False,False,False,False,False,False,False,False,False,True,False,1
Like and follow for part two | Discord link in bio #greenscreenvideo #ThinkingAbout #anime #fyp #animeedit,2020-12-09 03:40:07,6.831903519973869e+18,MS4wLjABAAAAIWPmEcBn4ipO_6-pcoPcKSSLqQyvXU9dtSsXEbfc0gylMYIKdYo5xcXt7rVjHjC6,plantain._man,Mr. Plantain,6.876997302431616e+18,Overwhelmed remix by Itsluxcity Christian Gates,19.0,106,5,1,0,1,3,2,False,False,False,False,False,False,False,False,False,True,False,1
🤡 #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-10-26 15:10:04,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,6.887946238801595e+18,original sound,39.0,100,10,1,0,1,15,0,False,False,False,False,False,False,False,True,False,False,False,0
#stitch with @kylekilpatrickfit #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-12-11 18:01:47,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,6.894007490392902e+18,HOLIDAY,21.0,130,11,1,0,0,18,4,False,False,False,False,False,False,False,False,False,True,False,0
Reply to @jack_weight #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-10-08 20:46:04,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,6.881353362240032e+18,original sound,57.0,120,10,1,0,1,20,3,False,False,False,False,False,False,False,True,False,False,False,0
theres no where near enough appreciation for this man #Haikyuu #ennoshita #animes #animee #animeedit #cool #fyp #foryou #4u #animeboy #haikyuuedit,2020-09-22 22:06:45,6.717299859550782e+18,MS4wLjABAAAAiXcn7dd5oEI25rclJoaORJTCtN7JNuUDjLUJKKHWs9TFGBkhzgKbFFJBQ8_sRl7H,buutterrr,anna,6.811475276887772e+18,Akatsuki theme,33.0,146,11,1,0,1,22,1,False,False,False,False,False,False,False,False,False,True,False,1
Back day tips!,2020-11-27 18:11:02,6.84139130289986e+18,MS4wLjABAAAA6CMgZHt_5_FGBaig234eTYevYXbFAtPFZM6rMFjHZuIk1uI4K8nszcClnAUahtto,hayhayworkout,Hayden Sawyer,6.586947002464996e+18,Oh No,15.0,14,0,0,0,0,18,4,False,False,False,True,False,False,False,False,False,False,False,0
#hirugashi#sad#anime#animeedit#animes#viral#tendencia#fyp#parati#protec#love#amor#otaku,2020-12-03 18:21:10,6.823048263748716e+18,MS4wLjABAAAAXqDQb2hhbH8ro26dqZ-tYQzBCO5ZuqNZdzwhS9PdPYmvUvP9x7xQvo85uHqqYbzt,maxzg7,Juan Gomez,6.894807138934197e+18,sonido original,42.0,87,13,1,0,1,18,3,False,False,False,False,False,False,False,False,False,True,False,1
#siguiendo#follow#viral#fyp#parati#anime#otaku#fyp#animeedit#loli #kawaii,2020-10-30 14:08:08,6.823048263748716e+18,MS4wLjABAAAAXqDQb2hhbH8ro26dqZ-tYQzBCO5ZuqNZdzwhS9PdPYmvUvP9x7xQvo85uHqqYbzt,maxzg7,Juan Gomez,6.889414856034815e+18,sonido original,26.0,73,11,1,0,1,14,4,False,False,False,False,False,False,False,False,False,True,False,1
Bhut Mehnat lagi hai eb to viral kardo tiktok walO #vivoy51style #foryou #100k #foryoupage #viral_video #keepsupporting #1millionaudition,2020-10-06 13:40:16,6.792971615829034e+18,MS4wLjABAAAAdz_pDvAUW2MKislhRRus-BhWfCqMskC8dzUFRAprAtU-UCpbwWt0kp4RW6C-fZRJ,zohaib_ali05,⚡𝙕𝙤𝙝𝙖𝙞𝙗 𝘼𝙡𝙞 ⚡,6.879051993269177e+18,original sound,15.0,137,6,1,0,1,13,1,False,False,False,False,False,False,False,False,False,True,False,0
Reply to @willelrod2 it gets better. #warrantofficer #DejaTuHuella #miltok #chieftok #fyp #foryoupage #HaventSeen #PlantTikTok #MakeItMagical,2020-12-17 19:27:15,6.810486450158028e+18,MS4wLjABAAAAD6KqhRt6DRxOY0zwFMMPaEM-6PaLGq6D595-Cgvzh40B7Xnwsg4-lPBDUlSP8bgB,onexpunchxdad,Josh Green,6.773561662852041e+18,Nocturnal Jam,17.0,141,7,1,0,0,19,3,False,False,False,False,False,False,False,False,False,True,False,0
Bathroom cleaning part 4. After EVERY hairwash-time it’s gets so dirty and slimey😩 #foryou #fyp #clean #cleaning #tiktokcleaning #bathroomcleaning,2020-11-11 12:45:21,6.840469215738512e+18,MS4wLjABAAAAgZHBo8Ms0uNsZWLRABozyNjxGappLKWxJlqfRCzW0REiH0krgBieP-qN4rrzHgZM,rebeka0730,Rebeka Végvári,6.893846502045781e+18,origineel geluid,15.0,146,6,1,0,1,12,2,False,False,False,False,False,False,False,False,False,True,False,1
#paint #easydraw #childrendrawing,2020-09-29 06:15:51,6.866327655186367e+18,MS4wLjABAAAAMXmTpgBx33HYS67d9JV5QDswWHAR8VtnwX5SbIPAoZf3GLCaqxU-JcFwdD1rnCon,wpsj2,wpsj,6.732309265052125e+18,ANYMORE,13.0,33,3,1,0,0,6,1,False,False,False,False,False,False,False,False,False,True,False,1
it took too long⏰  #horse #equestrians #twins #fyp #foryoupage #makeusfamousthx,2020-11-10 13:07:13,6.85609065056936e+18,MS4wLjABAAAA6ZNhRshx42aLvWj6_ZC5sL0ZZVVdwHIzJnSbX8h5RG_OvRwqAyJ819EslS9morWz,bhousetiktokers,Tiktokers of bhouse✌️😘,57419989.0,Potential Breakup Song,10.0,79,6,1,0,0,13,1,False,False,False,False,False,False,False,False,False,True,False,0
#scaniav8  #theklokoprock #mikeymike #nieuwerondenieuwekansen  #Oldskool,2020-10-22 14:23:12,6.745496498598102e+18,MS4wLjABAAAAb1Y0f5KfElw7ALaNKS_RVyHaJyMfteP7c612LvaduGghZWyEbdEWuy1RYAsR-xO6,mikevanmil,Mike van Mil,6.881287666340481e+18,Pilfingerdansen - Remix,12.0,72,5,1,0,0,14,3,False,False,False,False,False,False,False,False,False,True,False,1
oops... #fyp #foryou,2020-09-25 10:25:47,14574758.0,MS4wLjABAAAAaeJ4MAn2jjbAgeNC_I5HW7zsPn9rE5MjPXa7lD_NyWQ,sem.houmes,sem houmes,6.875952005035101e+18,NIGEL SEAN FRIEDEPIEPOL,20.0,20,2,1,0,1,10,4,False,False,False,False,False,False,False,False,False,True,False,0
Who say my Pokémon boxers at the end?! 😂😂😂 #parkour #fail #ohno #spiderman #cosplay #ohnono,2020-12-09 14:58:10,6.748803533888423e+18,MS4wLjABAAAAoRiiAAYLJ2Vy3M3sAZbKbn85Qdk4Wx9JtwMm2CFAVtivgGDQiCQhpmhKTAMosLXu,the.nick.pro,Nick Pro,6.586947002464996e+18,Oh No,9.0,91,6,1,0,0,14,2,False,False,False,True,False,False,False,False,False,False,False,0
Wat een top nummer 🥳🥲😂 #francisxvk #foryou #geefjeover #geefjehelemaal #pink,2020-11-28 19:20:26,8.146473716252672e+16,MS4wLjABAAAA3h63ooQuwSgMohZuJzIP9ONxhpEBlDzIF3yY0Ggr8uwwqdrTcpz9MoR3i-hDvPU0,francisxvk,Francis van kampen,6.897857954524024e+18,Laat je gaan,10.0,76,5,1,0,0,19,5,False,False,False,False,False,False,False,False,False,True,False,0
blijf vechten voor onze vrijheid! #vuurwerkverbod #mondkapjesplicht #langefrans #paulelstak @tisjeboyjay,2020-11-27 09:41:11,9.067540668863283e+16,MS4wLjABAAAAklFyrKRP8A8A3GRDAEuHunejQm_d-_Fv2KR_3FOgCiH3uyXTZjL5GGLudoGHR20y,baasirr93,Iris Kom-prins,6.891590512147926e+18,origineel geluid,15.0,104,4,1,0,1,9,4,False,False,False,False,False,False,False,False,False,True,False,0
"#stitch with @annaxsitar yes, im napping in my car. #military #miltok #army #navy #marines #airforce #fyp #foryoupage #UpTheBeat",2020-12-10 21:04:53,1.0081296289800602e+17,MS4wLjABAAAABjLhmv47oI3xOW2y-JRCSF-F0wuf6MgbJmQ9JMriAP9UmLL1M1xZB4N3iTbOXlaT,alexjfish27,Alexandra,6.904736640757976e+18,original sound,13.0,128,9,1,0,1,21,3,False,False,False,False,False,False,False,False,False,True,False,0
"ya girl is negative, no worries 💚💚💚 ic: @emmakeuven #fyp #keigoed",2020-12-12 14:35:23,13309657.0,MS4wLjABAAAAJJ3KE3sUI4cfxfkDElrz90aRzj3AYfFxxLiNSnReIyw,everyprofilenameistaken,elo,6.896453917249408e+18,origineel geluid,10.0,65,2,1,0,1,14,5,False,False,False,False,False,False,False,False,False,True,False,1
#fyp #voorjou #rechtenstudent #student #voorjoupagina,2020-10-31 16:13:49,6.761344074249537e+18,MS4wLjABAAAASUVL9IcnY3v0-uTrX8W5ezgcQfmjKixvFZU5MIvMfZkobkwBqJMcNlha_C1GLZ68,daniquekrommenhoe,Danique Krommenhoek,6.600546691055619e+18,Mariners Apartment Complex,19.0,53,5,1,0,0,16,5,False,False,False,False,False,False,False,False,False,True,False,0
Red moment,2020-10-14 16:07:58,6.786676566569305e+18,MS4wLjABAAAAadQK_J2dTPjJycC6BVXsbOUoz23eAKzaJtqPRT-rSJccDkxCeV3IB11yBuzg9KU8,reneeelward,Renee Elward,6.860578006663319e+18,Bäd gúy ręmįx,7.0,10,0,0,0,1,16,2,False,False,False,False,False,False,False,False,False,True,False,0
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,2020-10-30 21:01:20,6.698993160029685e+18,MS4wLjABAAAArbZGRrMWIJoWB-sl1Hfb0y5Wn4j5kdcFSyWhrY6kJXwRm9sWhL1OrkdaFnAEO07s,moskoman,Bram v/d Meerendonk,6.889521285626367e+18,origineel geluid,12.0,94,12,1,0,1,21,4,False,False,False,False,False,False,False,False,False,True,False,1
